detector,fraction,n_injected_radio,seed,n_train,threshold,f1,auroc,real_recall_radio,synth_recall_non_radio,normal_fpr,fit_time_sec
HGB,0.0,0,0,849,0.02,0.8,0.9487697039600154,0.1428571428571428,1.0,0.0588235294117647,3.919017791748047
HGB,0.0,0,1,849,0.01,0.8586956521739131,0.9400230680507498,0.3428571428571428,1.0,0.0294117647058823,4.132295370101929
HGB,0.0,0,2,849,0.03,0.7861271676300579,0.9403114186851212,0.0571428571428571,0.9850746268656716,0.0294117647058823,3.933048248291016
HGB,0.0,0,3,849,0.42,0.7619047619047619,0.9363706266820456,0.0,0.9552238805970148,0.0196078431372549,3.958231687545776
HGB,0.0,0,4,849,0.0999999999999999,0.7602339181286549,0.9297385620915032,0.0,0.9701492537313432,0.0392156862745098,3.974788904190063
HGB,0.0,0,5,849,0.06,0.7764705882352941,0.94281045751634,0.0,0.9850746268656716,0.0196078431372549,3.998717784881592
HGB,0.0,0,6,849,0.65,0.7619047619047619,0.9457900807381776,0.0,0.9552238805970148,0.0196078431372549,3.9472122192382817
HGB,0.0,0,7,849,0.99,0.7317073170731707,0.9444444444444444,0.0,0.8955223880597015,0.0196078431372549,4.012192964553833
HGB,0.0,0,8,849,0.0999999999999999,0.7647058823529411,0.9222414455978468,0.0,0.9701492537313432,0.0294117647058823,3.943991184234619
HGB,0.0,0,9,849,0.01,0.8202247191011236,0.9382929642445212,0.2285714285714285,0.9701492537313432,0.0294117647058823,3.994858980178833
HGB,0.1,21,0,868,0.85,0.8888888888888888,0.9846212995001924,0.5714285714285714,0.9552238805970148,0.0294117647058823,4.189355134963989
HGB,0.1,21,1,868,0.04,0.9292929292929292,0.98558246828143,0.7428571428571429,0.9850746268656716,0.0392156862745098,4.313707113265991
HGB,0.1,21,2,868,0.02,0.9246231155778896,0.9782775855440216,0.7428571428571429,0.9850746268656716,0.0490196078431372,4.23579478263855
HGB,0.1,21,3,868,0.0999999999999999,0.914572864321608,0.9825067281814688,0.7142857142857143,0.9850746268656716,0.0588235294117647,4.414908170700073
HGB,0.1,21,4,868,0.01,0.9045226130653268,0.9750096116878124,0.6857142857142857,0.9850746268656716,0.0686274509803921,4.379688262939453
HGB,0.1,21,5,868,0.62,0.8947368421052632,0.9807766243752404,0.6571428571428571,0.9253731343283582,0.0294117647058823,4.311225891113281
HGB,0.1,21,6,868,0.62,0.9128205128205128,0.982891195693964,0.6857142857142857,0.9701492537313432,0.0392156862745098,4.103783845901489
HGB,0.1,21,7,868,0.18,0.8979591836734694,0.9753940792003076,0.6285714285714286,0.9850746268656716,0.0588235294117647,4.122746706008911
HGB,0.1,21,8,868,0.76,0.90625,0.9796232218377549,0.6285714285714286,0.9701492537313432,0.0294117647058823,4.293159008026123
HGB,0.1,21,9,868,0.27,0.9072164948453608,0.9846212995001922,0.6571428571428571,0.9701492537313432,0.0392156862745098,4.3239569664001465
HGB,0.25,52,0,896,0.21,0.9458128078817734,0.9860630526720492,0.8857142857142857,0.9701492537313432,0.0490196078431372,4.461704969406128
HGB,0.25,52,1,896,0.05,0.9458128078817734,0.9883698577470204,0.8285714285714286,1.0,0.0490196078431372,4.445739030838013
HGB,0.25,52,2,896,0.01,0.9569377990430622,0.9867358708189158,0.9428571428571428,1.0,0.0686274509803921,4.441208839416504
HGB,0.25,52,3,896,0.03,0.9519230769230768,0.9878892733564014,0.9428571428571428,0.9850746268656716,0.0686274509803921,4.522868871688843
HGB,0.25,52,4,896,0.15,0.93,0.9833717800845828,0.7714285714285715,0.9850746268656716,0.0490196078431372,4.4381959438323975
HGB,0.25,52,5,896,0.0699999999999999,0.914572864321608,0.9834678969627066,0.7428571428571429,0.9701492537313432,0.0588235294117647,4.549926042556763
HGB,0.25,52,6,896,0.06,0.9359605911330048,0.9836601307189542,0.8,1.0,0.0588235294117647,4.422414064407349
HGB,0.25,52,7,896,0.8,0.9183673469387756,0.9839484813533256,0.7142857142857143,0.9701492537313432,0.0392156862745098,4.513305902481079
HGB,0.25,52,8,896,0.01,0.9371980676328504,0.98760092272203,0.8571428571428571,1.0,0.0784313725490196,4.566319942474365
HGB,0.25,52,9,896,0.01,0.9371980676328504,0.980872741253364,0.8571428571428571,1.0,0.0784313725490196,4.649117946624756
RF,0.0,0,0,849,0.77,0.7080745341614907,0.9264705882352942,0.0,0.8507462686567164,0.0196078431372549,0.2695050239562988
RF,0.0,0,1,849,0.55,0.7529411764705882,0.9245001922337563,0.0,0.9552238805970148,0.0392156862745098,0.24772310256958
RF,0.0,0,2,849,0.65,0.7393939393939394,0.931757016532103,0.0,0.9104477611940298,0.0196078431372549,0.2351882457733154
RF,0.0,0,3,849,0.55,0.7602339181286549,0.9127258746635908,0.0,0.9701492537313432,0.0392156862745098,0.2350919246673584
RF,0.0,0,4,849,0.5800000000000001,0.7558139534883721,0.9164744329104192,0.0,0.9701492537313432,0.0490196078431372,0.2356760501861572
RF,0.0,0,5,849,0.47,0.7630057803468208,0.9345444059976932,0.0,0.9850746268656716,0.0490196078431372,0.228410005569458
RF,0.0,0,6,849,0.6,0.7529411764705882,0.9108996539792388,0.0,0.9552238805970148,0.0392156862745098,0.2266538143157959
RF,0.0,0,7,849,0.6900000000000001,0.7393939393939394,0.9280084582852748,0.0,0.9104477611940298,0.0196078431372549,0.2331750392913818
RF,0.0,0,8,849,0.47,0.7657142857142857,0.9173875432525952,0.0,1.0,0.0588235294117647,0.237401008605957
RF,0.0,0,9,849,0.42,0.7613636363636364,0.9163302575932336,0.0,1.0,0.0686274509803921,0.2288908958435058
RF,0.1,21,0,868,0.73,0.7469879518072289,0.9668396770472896,0.0285714285714285,0.9104477611940298,0.0196078431372549,0.2422957420349121
RF,0.1,21,1,868,0.38,0.896551724137931,0.97520184544406,0.6857142857142857,1.0,0.0980392156862745,0.2464561462402343
RF,0.1,21,2,868,0.44,0.9045226130653268,0.9701557093425606,0.6571428571428571,1.0,0.0686274509803921,0.2502739429473877
RF,0.1,21,3,868,0.47,0.8865979381443299,0.9733756247597078,0.5428571428571428,1.0,0.0588235294117647,0.2578380107879638
RF,0.1,21,4,868,0.42,0.8888888888888888,0.9679450211457132,0.6,1.0,0.0784313725490196,0.2463729381561279
RF,0.1,21,5,868,0.59,0.8709677419354839,0.9749134948096886,0.5142857142857142,0.9402985074626866,0.0294117647058823,0.2371950149536132
RF,0.1,21,6,868,0.61,0.8333333333333334,0.9719338715878508,0.3428571428571428,0.9402985074626866,0.0294117647058823,0.2450780868530273
RF,0.1,21,7,868,0.64,0.8524590163934426,0.9754421376393696,0.4571428571428571,0.9253731343283582,0.0294117647058823,0.2413969039916992
RF,0.1,21,8,868,0.72,0.7619047619047619,0.9658304498269896,0.0285714285714285,0.9402985074626866,0.0196078431372549,0.2451958656311035
RF,0.1,21,9,868,0.4,0.91,0.9726547481737792,0.6857142857142857,1.0,0.0686274509803921,0.2434282302856445
RF,0.25,52,0,896,0.66,0.8723404255319149,0.9822664359861591,0.5142857142857142,0.9552238805970148,0.0392156862745098,0.241530179977417
RF,0.25,52,1,896,0.37,0.9230769230769232,0.9755863129565552,0.8285714285714286,1.0,0.0980392156862745,0.2500951290130615
RF,0.25,52,2,896,0.54,0.9154228855721394,0.9803921568627452,0.7714285714285715,0.9701492537313432,0.0686274509803921,0.248586893081665
RF,0.25,52,3,896,0.56,0.9246231155778896,0.982362552864283,0.7714285714285715,0.9701492537313432,0.0490196078431372,0.2404689788818359
RF,0.25,52,4,896,0.61,0.875,0.9779892349096502,0.5428571428571428,0.9701492537313432,0.0588235294117647,0.2435610294342041
RF,0.25,52,5,896,0.64,0.8770053475935828,0.9796712802768166,0.6,0.9104477611940298,0.0294117647058823,0.2441229820251464
RF,0.25,52,6,896,0.47,0.9320388349514565,0.9835640138408304,0.8285714285714286,1.0,0.0784313725490196,0.2574539184570312
RF,0.25,52,7,896,0.21,0.9174311926605504,0.9848135332564398,0.9428571428571428,1.0,0.1568627450980392,0.244452953338623
RF,0.25,52,8,896,0.31,0.9383886255924172,0.9795751633986928,0.9142857142857144,1.0,0.0980392156862745,0.2412769794464111
RF,0.25,52,9,896,0.17,0.9090909090909092,0.9808246828143022,0.9428571428571428,1.0,0.1764705882352941,0.2410721778869629
XGB,0.0,0,0,849,0.2,0.7771428571428571,0.9299307958477508,0.0285714285714285,1.0,0.0490196078431372,2.0848419666290283
XGB,0.0,0,1,849,0.28,0.7719298245614035,0.9072472126105344,0.0285714285714285,0.9701492537313432,0.0294117647058823,2.312433958053589
XGB,0.0,0,2,849,0.38,0.7647058823529411,0.914648212226067,0.0285714285714285,0.9552238805970148,0.0294117647058823,2.124325752258301
XGB,0.0,0,3,849,0.41,0.7692307692307693,0.9139753940792004,0.0285714285714285,0.9552238805970148,0.0196078431372549,2.12693190574646
XGB,0.0,0,4,849,0.22,0.7816091954022989,0.9014801999231064,0.0571428571428571,0.9850746268656716,0.0392156862745098,2.064953088760376
XGB,0.0,0,5,849,0.51,0.7619047619047619,0.9125336409073436,0.0,0.9552238805970148,0.0196078431372549,2.083843946456909
XGB,0.0,0,6,849,0.19,0.7771428571428571,0.922625913110342,0.0285714285714285,1.0,0.0490196078431372,2.0521061420440674
XGB,0.0,0,7,849,0.91,0.7393939393939394,0.9222414455978468,0.0,0.9104477611940298,0.0196078431372549,2.0665481090545654
XGB,0.0,0,8,849,0.42,0.7692307692307693,0.9059976931949252,0.0,0.9701492537313432,0.0196078431372549,2.028388023376465
XGB,0.0,0,9,849,0.4,0.7647058823529411,0.9213763936947328,0.0,0.9701492537313432,0.0294117647058823,2.119539976119995
XGB,0.1,21,0,868,0.68,0.8947368421052632,0.9813533256439833,0.5714285714285714,0.9701492537313432,0.0294117647058823,2.366014003753662
XGB,0.1,21,1,868,0.54,0.8756756756756757,0.9860630526720492,0.4857142857142857,0.9552238805970148,0.0196078431372549,2.3622589111328125
XGB,0.1,21,2,868,0.86,0.850828729281768,0.979046520569012,0.4285714285714285,0.9253731343283582,0.0196078431372549,2.3423030376434326
XGB,0.1,21,3,868,0.05,0.9371980676328504,0.9844290657439446,0.8571428571428571,1.0,0.0784313725490196,2.3756189346313477
XGB,0.1,21,4,868,0.18,0.91,0.973279507881584,0.6857142857142857,1.0,0.0686274509803921,2.373836040496826
XGB,0.1,21,5,868,0.06,0.912621359223301,0.981930026912726,0.7714285714285715,1.0,0.0980392156862745,2.4012410640716553
XGB,0.1,21,6,868,0.24,0.9081632653061223,0.9781814686658976,0.6857142857142857,0.9701492537313432,0.0490196078431372,2.3640100955963135
XGB,0.1,21,7,868,0.5700000000000001,0.9072164948453608,0.9778931180315262,0.6571428571428571,0.9701492537313432,0.0392156862745098,2.3553988933563232
XGB,0.1,21,8,868,0.87,0.8695652173913043,0.9769319492502884,0.5428571428571428,0.9104477611940298,0.0196078431372549,2.370180130004883
XGB,0.1,21,9,868,0.4,0.9230769230769232,0.9801038062283736,0.6857142857142857,0.9850746268656716,0.0294117647058823,2.3745858669281006
XGB,0.25,52,0,896,0.35,0.9353233830845772,0.986159169550173,0.8,0.9850746268656716,0.0490196078431372,2.581462144851685
XGB,0.25,52,1,896,0.48,0.9072164948453608,0.9849096501345636,0.6857142857142857,0.9552238805970148,0.0392156862745098,2.470264673233032
XGB,0.25,52,2,896,0.03,0.925925925925926,0.9877931564782776,0.9428571428571428,1.0,0.1372549019607843,2.584092140197754
XGB,0.25,52,3,896,0.2,0.937799043062201,0.9880815071126492,0.9142857142857144,0.9850746268656716,0.088235294117647,2.9222140312194824
XGB,0.25,52,4,896,0.79,0.9072164948453608,0.9840445982314494,0.6857142857142857,0.9552238805970148,0.0392156862745098,2.552680015563965
XGB,0.25,52,5,896,0.31,0.9253731343283582,0.983852364475202,0.7714285714285715,0.9850746268656716,0.0588235294117647,2.5478320121765137
XGB,0.25,52,6,896,0.7100000000000001,0.9081632653061223,0.9848135332564396,0.7142857142857143,0.9552238805970148,0.0490196078431372,2.4760420322418213
XGB,0.25,52,7,896,0.48,0.9183673469387756,0.98760092272203,0.7142857142857143,0.9701492537313432,0.0392156862745098,2.5290658473968506
XGB,0.25,52,8,896,0.0999999999999999,0.937799043062201,0.9860630526720492,0.8857142857142857,1.0,0.088235294117647,2.5267751216888428
XGB,0.25,52,9,896,0.06,0.9282296650717704,0.9812572087658592,0.8571428571428571,1.0,0.0980392156862745,2.5470728874206543
Toto (frozen),0.0,0,0,849,0.26,0.8082901554404145,0.8933102652825835,0.5142857142857142,0.8955223880597015,0.1274509803921568,0.1010177135467529
Toto (frozen),0.0,0,1,849,0.2,0.7979274611398963,0.8944636678200691,0.4571428571428571,0.9104477611940298,0.1372549019607843,0.0618259906768798
Toto (frozen),0.0,0,2,849,0.65,0.75,0.8947520184544405,0.3714285714285714,0.7910447761194029,0.0784313725490196,0.0605859756469726
Toto (frozen),0.0,0,3,849,0.21,0.7938144329896907,0.8882160707420224,0.4857142857142857,0.8955223880597015,0.1470588235294117,0.0608420372009277
Toto (frozen),0.0,0,4,849,0.45,0.776595744680851,0.9003267973856209,0.4,0.8805970149253731,0.1274509803921568,0.0605981349945068
Toto (frozen),0.0,0,5,849,0.0699999999999999,0.8269230769230769,0.8954248366013072,0.6571428571428571,0.9402985074626866,0.196078431372549,0.0624277591705322
Toto (frozen),0.0,0,6,849,0.0999999999999999,0.8115942028985508,0.8938869665513264,0.6,0.9402985074626866,0.2058823529411764,0.0582361221313476
Toto (frozen),0.0,0,7,849,0.08,0.8133971291866029,0.8907151095732411,0.6285714285714286,0.9402985074626866,0.2156862745098039,0.0605549812316894
Toto (frozen),0.0,0,8,849,0.12,0.8195121951219512,0.9007112648981161,0.6285714285714286,0.9253731343283582,0.1862745098039215,0.0602128505706787
Toto (frozen),0.0,0,9,849,0.29,0.776595744680851,0.8869665513264129,0.4,0.8805970149253731,0.1274509803921568,0.0597021579742431
Toto (frozen),0.1,21,0,868,0.72,0.7734806629834254,0.9120530565167244,0.4571428571428571,0.8059701492537313,0.088235294117647,0.060931921005249
Toto (frozen),0.1,21,1,868,0.01,0.7871485943775101,0.90561322568243,0.9142857142857144,0.9850746268656716,0.4803921568627451,0.0628728866577148
Toto (frozen),0.1,21,2,868,0.39,0.7807486631016043,0.896962706651288,0.4857142857142857,0.835820895522388,0.1176470588235294,0.0620882511138916
Toto (frozen),0.1,21,3,868,0.21,0.84,0.9162821991541716,0.6,0.9402985074626866,0.1372549019607843,0.0630121231079101
Toto (frozen),0.1,21,4,868,0.16,0.8349514563106796,0.9009034986543636,0.7142857142857143,0.9104477611940298,0.1764705882352941,0.0631489753723144
Toto (frozen),0.1,21,5,868,0.14,0.8301886792452831,0.9129181084198386,0.7142857142857143,0.9402985074626866,0.2156862745098039,0.0646078586578369
Toto (frozen),0.1,21,6,868,0.11,0.8173076923076923,0.897443291041907,0.6571428571428571,0.9253731343283582,0.2058823529411764,0.0677449703216552
Toto (frozen),0.1,21,7,868,0.24,0.8252427184466019,0.9025374855824684,0.7142857142857143,0.8955223880597015,0.1862745098039215,0.0662159919738769
Toto (frozen),0.1,21,8,868,0.09,0.8202764976958525,0.9061899269511728,0.7142857142857143,0.9552238805970148,0.2549019607843137,0.0622758865356445
Toto (frozen),0.1,21,9,868,0.2,0.7980295566502463,0.8956170703575548,0.6285714285714286,0.8805970149253731,0.196078431372549,0.0656688213348388
Toto (frozen),0.25,52,0,896,0.25,0.8530805687203792,0.9216647443291042,0.7428571428571429,0.9552238805970148,0.1862745098039215,0.0665979385375976
Toto (frozen),0.25,52,1,896,0.37,0.8543689320388349,0.917435601691657,0.7428571428571429,0.9253731343283582,0.1568627450980392,0.0653908252716064
Toto (frozen),0.25,52,2,896,0.27,0.8415841584158416,0.9157054978854288,0.7428571428571429,0.8805970149253731,0.1470588235294117,0.0695726871490478
Toto (frozen),0.25,52,3,896,0.26,0.8472906403940886,0.9209919261822376,0.6857142857142857,0.9253731343283582,0.1470588235294117,0.065425157546997
Toto (frozen),0.25,52,4,896,0.28,0.8133971291866029,0.90840061514802,0.7142857142857143,0.8955223880597015,0.2156862745098039,0.0698089599609375
Toto (frozen),0.25,52,5,896,0.14,0.8202764976958525,0.9147443291041908,0.7714285714285715,0.9253731343283582,0.2549019607843137,0.066802978515625
Toto (frozen),0.25,52,6,896,0.4,0.8247422680412371,0.915128796616686,0.5714285714285714,0.8955223880597015,0.1176470588235294,0.0699329376220703
Toto (frozen),0.25,52,7,896,0.0999999999999999,0.8392857142857143,0.9037870049980776,0.8857142857142857,0.9402985074626866,0.2745098039215686,0.0719869136810302
Toto (frozen),0.25,52,8,896,0.38,0.8415841584158416,0.9081122645136486,0.6857142857142857,0.9104477611940298,0.1470588235294117,0.0672369003295898
