detector,fraction,n_injected_radio,seed,n_train,threshold,f1,auroc,real_recall_radio,synth_recall_non_radio,normal_fpr,fit_time_sec
TimesNet (e2e),0.0,0,0,849,0.6,0.7325581395348837,0.8564013840830449,0.0,0.9402985074626866,0.06862745098039216,16.913311004638672
TimesNet (e2e),0.0,0,1,849,0.6900000000000001,0.6871165644171779,0.8583237216455208,0.0,0.835820895522388,0.049019607843137254,11.320250272750854
TimesNet (e2e),0.0,0,2,849,0.59,0.7613636363636364,0.8186274509803921,0.05714285714285714,0.9701492537313433,0.06862745098039216,11.341372966766357
TimesNet (e2e),0.0,0,3,849,0.79,0.7428571428571429,0.8442906574394463,0.0,0.9701492537313433,0.0784313725490196,11.293135166168213
TimesNet (e2e),0.0,0,4,849,0.8400000000000001,0.6405228758169934,0.8526528258362168,0.0,0.7313432835820896,0.0196078431372549,11.294862270355225
TimesNet (e2e),0.0,0,5,849,0.56,0.7403314917127072,0.8670703575547867,0.0,1.0,0.11764705882352941,11.308496236801147
TimesNet (e2e),0.0,0,6,849,0.39,0.7528089887640449,0.854959630911188,0.0,1.0,0.08823529411764706,11.558743238449097
TimesNet (e2e),0.0,0,7,849,0.09999999999999999,0.7597765363128491,0.8601499423298732,0.02857142857142857,1.0,0.08823529411764706,11.567893028259277
TimesNet (e2e),0.0,0,8,849,0.78,0.7191011235955056,0.8269896193771626,0.0,0.9552238805970149,0.11764705882352941,11.465418100357056
TimesNet (e2e),0.0,0,9,849,0.32,0.7624309392265194,0.8555363321799309,0.05714285714285714,1.0,0.09803921568627451,11.439321994781494
TimesNet (e2e),0.1,21,0,868,0.8200000000000001,0.7403314917127072,0.922722029988466,0.0,1.0,0.11764705882352941,11.596961975097656
TimesNet (e2e),0.1,21,1,868,0.55,0.8043478260869565,0.9458861976163014,0.2,1.0,0.0784313725490196,11.711202144622803
TimesNet (e2e),0.1,21,2,868,0.33,0.9178743961352657,0.9527104959630911,0.8,1.0,0.09803921568627451,11.628674030303955
TimesNet (e2e),0.1,21,3,868,0.66,0.8216216216216217,0.9569396386005383,0.37142857142857144,0.9402985074626866,0.06862745098039216,11.803287029266357
TimesNet (e2e),0.1,21,4,868,0.37,0.8527918781725888,0.9363706266820453,0.4857142857142857,1.0,0.10784313725490197,11.755825996398926
TimesNet (e2e),0.1,21,5,868,0.41000000000000003,0.8975609756097561,0.9480007689350249,0.7142857142857143,1.0,0.10784313725490197,11.817870140075684
TimesNet (e2e),0.1,21,6,868,0.52,0.8144329896907216,0.9328143021914648,0.34285714285714286,1.0,0.12745098039215685,14.213992834091187
TimesNet (e2e),0.1,21,7,868,0.55,0.8272251308900523,0.9456939638600539,0.34285714285714286,1.0,0.09803921568627451,12.720035076141357
TimesNet (e2e),0.1,21,8,868,0.42000000000000004,0.8085106382978723,0.9397347174163784,0.2571428571428571,1.0,0.09803921568627451,14.799702644348145
TimesNet (e2e),0.1,21,9,868,0.47000000000000003,0.9064039408866995,0.9511726259131104,0.7428571428571429,0.9850746268656716,0.08823529411764706,11.939205169677734
TimesNet (e2e),0.25,52,0,896,0.63,0.8449197860962567,0.9593425605536332,0.5428571428571428,0.8955223880597015,0.058823529411764705,15.5190269947052
TimesNet (e2e),0.25,52,1,896,0.6900000000000001,0.8125,0.9350249903883122,0.5428571428571428,0.8805970149253731,0.11764705882352941,15.760972023010254
TimesNet (e2e),0.25,52,2,896,0.33,0.9289099526066351,0.9601114955786236,0.8857142857142857,1.0,0.10784313725490197,12.526141881942749
TimesNet (e2e),0.25,52,3,896,0.63,0.9289099526066351,0.9579969242599001,0.8857142857142857,1.0,0.10784313725490197,13.6337308883667
TimesNet (e2e),0.25,52,4,896,0.4,0.9339622641509434,0.9630911188004614,0.9142857142857143,1.0,0.10784313725490197,12.552491903305054
TimesNet (e2e),0.25,52,5,896,0.51,0.8962264150943396,0.9482891195693963,0.8,1.0,0.14705882352941177,13.914791107177734
TimesNet (e2e),0.25,52,6,896,0.13,0.8820960698689956,0.9394463667820069,0.9714285714285714,1.0,0.2549019607843137,16.31971311569214
TimesNet (e2e),0.25,52,7,896,0.35000000000000003,0.9158878504672897,0.9577085736255286,0.8857142857142857,1.0,0.13725490196078433,14.554811000823975
TimesNet (e2e),0.25,52,8,896,0.59,0.9142857142857143,0.965205690119185,0.8285714285714286,1.0,0.11764705882352941,13.230157852172852
TimesNet (e2e),0.25,52,9,896,0.41000000000000003,0.9245283018867925,0.9602076124567474,0.8857142857142857,1.0,0.11764705882352941,13.498502969741821
